"y"	"x1"	"c.x2"
5.492054229043	6.37173828934974	-1
3.48735254598004	8.37043169029494	-1
6.52043630688658	3.5301379122578	1
2.83301521524868	7.65997108708959	-1
8.70512423095485	7.07998053720421	-1
4.12151125453911	6.57276594219729	-1
3.91009958061014	8.19866476996767	-1
6.6283674576657	5.72515381255984	-1
1.56887220712713	8.04080931153177	-1
7.84533255552962	5.38703425841705	-1
5.45975982469398	4.98758823045227	1
5.37648423507206	5.20620197309591	1
6.05289737647093	5.72961935671403	1
5.8051508091827	7.20195882237837	-1
6.9723761405338	5.51815110304773	1
11.7953787910822	4.34434225109106	-1
4.84880354714895	5.59507255691637	1
6.5897619438121	7.91592612373213	-1
5.73417319399132	6.32076517709106	-1
4.75298640373908	5.96185839211695	-1
3.30612477013677	5.84166688002773	-1
7.58752865064223	5.02947510634387	-1
2.32397917776365	6.3421726648609	1
7.98751612119683	7.5465884963854	1
4.93926499403451	5.16429313078581	-1
6.93219098869217	5.72049244944844	-1
7.77800107445116	4.81872866950866	-1
2.55259193016986	5.20424229636882	-1
3.52974176377487	5.83474893103415	-1
3.90389457304245	7.5550767006327	-1
5.12452031406218	6.95578771774088	-1
4.07156406961063	5.2911525192578	1
7.91818958223645	6.02529536971213	-1
4.56705153921029	5.8982031284525	1
6.38083347862472	7.13019656832878	1
4.41894779764156	4.96062972500369	1
2.08153304185301	6.18362455648239	-1
5.17471393621549	7.4341447488257	1
4.53990126891681	5.72781279023247	-1
5.39377536920944	5.06310742543513	1
5.03084181820198	5.7863223697411	-1
2.82755483081052	6.5624831484456	-1
4.94073013326463	4.73909184730678	1
4.54093216937711	7.51108308634224	-1
0.964339269051189	7.26339105808795	-1
5.49537835966081	6.36886662183308	-1
5.3848030130975	6.45830211928185	-1
2.23900316555269	7.04064924976479	-1
4.30271126004895	5.29497214458479	-1
7.22349897911636	7.14075805963105	1
6.29025708960062	5.64591692551033	-1
8.80580981748884	5.79997046046271	-1
3.09757197837869	6.63733535866194	-1
7.66547317406411	6.37101035412086	1
2.48438331589369	6.36991185980488	-1
6.97402517884795	5.60404863698662	1
5.30878898484164	5.06389103333376	-1
7.18193932498247	6.8108367716358	-1
7.7957719295394	6.84277239384644	1
8.49439095785851	5.75375082368068	1
5.66365535770755	4.96906140136961	-1
5.60448136048047	6.79881591907134	-1
5.36241263418645	7.00288792642357	-1
3.97961159506635	3.83067787589103	-1
9.69501461799531	6.8866829999945	1
6.7522203065872	4.88978782547418	1
3.9672018485894	5.63305945785881	1
4.74190988670686	7.66614636160096	1
7.50408036864898	4.61068635036233	1
7.90919427983137	9.07098567439178	1
7.09401221235761	5.85273714124793	1
5.96585182007193	6.72022577822089	1
6.07900465902961	5.72759096975098	-1
4.87401477702279	6.18521536183976	-1
3.16503752101638	4.69896884139659	1
7.14376781224698	7.12803737493971	1
3.38160969832251	5.84646869068081	-1
4.74331147156156	6.89531650515316	-1
7.79233690118985	7.04186634772293	1
7.24876630127801	6.89623747088685	-1
6.37038238234419	6.75684440365473	1
8.03311955114547	4.51235967964824	1
7.45134109419334	4.4747927121697	-1
8.04782788220219	7.3016315315336	1
8.34507285123298	6.9233469411	-1
5.59451791266689	8.71125541844035	1
5.1602388699832	5.87204030758743	-1
8.10963125724646	5.08169981250959	1
7.21285120561292	7.29128982133415	1
4.95459042412938	5.58554010217907	-1
4.21837106468542	7.22441600674245	-1
3.81895606597491	3.75895607446387	-1
4.09057419743162	3.15087312408032	1
3.02386412116865	4.48339626518587	1
4.9847786881636	5.60632546938369	-1
3.63028436099773	6.92910391033948	-1
4.56791573413585	5.96564198066743	-1
5.80131304023727	6.55568169674829	1
4.3483601857963	6.75828993564869	1
2.82003074892551	5.92440110138608	1
6.85301979063048	4.57901367222361	-1
9.15221768628408	8.16107102293959	-1
7.1017963756225	7.81769315579085	-1
8.30388362565203	6.51892018309893	1
3.71796843184274	6.29583469709748	1
1.81400116504996	2.99373449891581	1
8.32461096986118	6.82332532621227	1
6.3785519184794	8.28040567744449	-1
5.21723248933771	5.33137998156821	1
7.96625703261414	5.8619722019678	-1
3.74210248579764	4.98362825212365	-1
4.99333616339774	5.71877849000607	-1
4.57323997900138	7.29862016233712	-1
5.0059107853562	5.781690888115	-1
8.60555972651356	6.49284295763783	-1
4.27447685227606	6.26799696934235	-1
6.43595658265416	8.68539549202224	-1
1.94185721645311	5.25423420352512	-1
5.91501504056745	5.14863247906422	1
4.75660902003633	7.32316715372604	-1
3.15258026272327	6.47451539719602	-1
4.38058409188411	6.48339273561747	-1
4.211351918894	8.32867713572342	1
6.86115059902989	4.83204850701801	-1
3.7441139724846	6.81282800741176	-1
6.04395697223226	5.5793695215724	1
6.06375553133326	5.64366231630719	1
4.97880745476136	6.18679220630047	-1
6.63791829712272	6.2985818919663	1
8.05193211261645	6.44755735467136	1
7.86485781219002	5.90870994171078	-1
6.84490650454828	6.00530779872887	1
4.70106385599933	7.37453740635651	1
4.27507919144586	4.34360176936416	-1
5.41297961758812	5.17728990115541	1
5.57973224817129	6.74764046892972	-1
7.07035868332583	7.14886096846723	1
3.79652917251039	5.11213119595644	-1
6.45112736569949	4.95901869181345	-1
5.90022338144802	5.5621095241277	-1
3.58586055299122	5.77894865317175	1
3.93243031970367	4.91752649861282	1
2.62904769885575	4.09956788628016	1
3.78262693834003	8.24526631197544	1
7.93154907727962	7.48268774429415	1
5.3618233792866	5.51588894421085	1
4.49615948207745	6.7011602725394	1
3.57614087934759	7.60686950893155	-1
7.57364399141863	4.39492331308446	-1
3.77446092205849	4.80340319888699	-1
6.16511641178058	5.37604504513393	1
5.53794863479232	5.27618373541697	-1
3.81914665666086	6.16231043642057	1
5.06170531970159	5.76029910403347	-1
5.85696552895061	3.9552122439654	1
5.57902999821775	6.42900755447195	-1
7.61805499311306	5.55205453072772	-1
5.76675301901908	6.79427256141921	-1
2.94279931518071	7.78016112112623	1
4.35949716771018	5.71067401503958	-1
5.83125859501506	6.48593458358157	-1
8.67279439088143	6.9102855967842	1
3.57748617164416	5.7249275994617	1
7.09692910760422	7.89232826768438	-1
7.90446752686342	8.42734570020562	1
4.64040812784115	6.07110066751623	-1
9.7665794494474	6.61903224299141	1
9.44486119259575	4.90039649740787	-1
4.68997562729765	6.68363562075199	1
6.76984033802281	4.64876546435454	1
2.87303601389864	6.37181287397958	-1
3.95396525156632	8.18706150390796	-1
6.08231886515443	6.3216302860981	-1
4.89385378520262	8.08193258971742	-1
7.15392617932642	5.75730673534104	-1
5.98287972561167	4.63662253438352	-1
3.338487884983	5.57759888352554	-1
6.47326512130417	5.95378533703266	-1
6.64434829702217	6.20735005353342	-1
2.15029277591171	6.33233995058109	-1
4.1215595820063	3.59522338265994	1
5.06406496058576	4.66791894061096	-1
7.28212550463085	9.57552686387138	1
5.1377431598367	4.43604341959788	-1
2.69460213927633	4.54228100733735	-1
3.57503175137141	5.08847422540319	1
4.50534930591111	7.37377021898415	-1
1.0009694289191	4.9250123620257	-1
5.91017425946105	4.46435890591245	-1
4.12992874319383	6.79720116256731	-1
3.43502574226915	4.63596731313181	-1
8.3127007603242	6.34525625053544	-1
4.3592916930808	5.92908917282486	-1
5.2102812537721	6.97749311826562	-1
7.03598380302562	4.51722287998667	-1
5.85960065153811	5.68214387399686	1
3.85302321427767	5.7897234584652	-1
4.80984691586281	7.25210047241741	1
5.02434370228991	7.76531436668125	-1
5.27706695748261	6.11342785153643	-1
8.27605131572373	3.56897380203859	-1
7.27088389922714	4.88343967750089	1
9.54099442354306	4.75493259406937	-1
5.99511520870497	5.01417189040802	1
8.73896704444456	6.91796662421634	1
9.95327767963621	4.5691552935389	1
7.23093196556004	5.84588578835407	1
5.17711403137859	7.40630668504392	-1
6.94981385814198	4.72246574581569	1
5.87238612191938	5.91239850919306	-1
2.99081702106208	3.90787532723012	1
5.14280497946179	6.62082269504748	-1
5.98352589832145	4.65335306094698	-1
3.43090410355587	5.52251346912382	-1
5.25299462192466	7.35562466990628	-1
5.08890182713962	6.66516320116507	1
5.74544298820572	5.43997832950761	-1
6.54703669619701	5.5400421200444	-1
5.33351791473117	5.04172563810405	-1
6.25722352875743	6.5930535516954	-1
6.11086608052836	7.55223849277403	-1
7.0645773227766	7.48403760483329	1
6.54133908177458	5.79227979337194	1
3.76226270063175	5.77937051505127	1
8.09997519529511	7.17461774663819	1
5.45162019250514	5.82490173353406	1
4.03967789789754	7.21984350890195	-1
5.65352781903489	5.23092001220885	-1
8.24342979461661	5.63119014160512	-1
9.05777248830585	6.2324136117967	-1
2.81635410216492	5.77829251395966	1
6.36783270049686	5.19029344797764	1
4.66301740010113	4.98020256724949	1
4.1102015758703	7.78360816613309	-1
5.82173494763813	5.31065021556106	1
3.64382550455155	6.29347580830339	-1
5.37744833465744	6.03122826601937	-1
7.56368706975581	5.8427884470565	-1
6.55973565322084	4.68126892307383	1
5.21045090561791	8.39843647063418	1
6.4528113942771	5.98064370490005	-1
9.75834552440261	8.71979295330815	1
3.18812598005605	7.94159834504136	1
5.4666381330109	5.00466918318569	1
5.82573897525926	7.14311101051149	1
8.33298875925679	6.35788799734539	1
6.62442360462069	6.84127563780845	-1
6.30330585876612	6.33314366443994	-1
6.31629200168844	7.54795687609706	-1
3.86707501773091	4.67155980425244	-1
3.03984395167636	6.72601141349551	-1
8.9436768296336	5.90439963853634	-1
7.85898049081823	5.03193325183558	-1
2.32268065363545	6.04262188532485	-1
5.89075245651556	6.25617700284922	-1
5.70434231903771	5.96974081127028	-1
8.49513118382762	8.43366412351253	1
2.91893133473048	3.63746009934889	-1
6.51792972159456	4.64353248893063	1
7.75160454857737	9.51681538499699	-1
6.37095342632787	7.39830384248812	1
2.92433459725732	7.52511350501208	-1
4.27076188994341	4.92104124895202	-1
3.43619175786312	7.36086922211959	1
6.70472363470122	6.98105563501506	-1
4.50339749440978	7.63675791128717	-1
6.66570837977999	4.8862407871513	-1
3.62570094307504	6.34019028084778	1
8.21854870316274	7.28427846072903	-1
8.29686392592194	6.80250989759074	1
5.54470238559397	6.94157465470643	1
4.58171070728065	5.07395264651539	-1
5.061623098512	6.12766996220756	-1
7.86985388430426	6.50687777839064	-1
4.27795917939848	4.63829849476945	-1
4.09762973036987	6.51936314441656	-1
5.47211152380147	6.82554399828375	-1
6.35450793130924	5.31570128867689	-1
4.0080653965999	8.01828817970786	-1
7.44323658587737	8.24277843817158	-1
3.49281986249125	5.78201392429995	1
5.79787410538191	5.69205349948441	-1
5.09353044294582	6.98480434899897	1
4.39707814763159	5.16909840782995	1
6.51631376952493	7.40177294374723	1
3.53694272669317	5.36149221902903	1
7.02322907602825	4.90276910546809	1
3.82795148795828	7.93801741112342	1
4.12371839293696	6.67755958321848	-1
4.13650324473805	6.64497114190283	1
6.27710561148162	8.19503781134997	1
2.88026789823414	6.00629235004868	1
7.8461072348578	4.38637644638872	-1
6.92777281033034	7.30037386578882	-1
3.99375888250256	5.88633416467452	1
6.68925282842686	5.38846563208108	-1
8.8296036626436	7.37165432488634	-1
3.6512833872044	6.57749960454203	1
6.8613282731777	6.79510534118074	1
5.31641222110789	6.47594795002043	-1
5.9238838901135	5.10929161871549	1
7.42019693675833	5.27503098248612	1
5.35585742133822	5.22697222410858	-1
5.58873910873124	8.86060951756816	-1
7.22513739633482	3.8447133552129	-1
4.00554232762244	7.19137160923105	1
4.67110609986441	7.08848906895593	-1
5.22760853589687	6.75060906327074	-1
6.36104405938229	8.22839588972217	1
4.72866889826397	7.03479688568306	-1
5.38275826661607	5.53951230796922	1
6.32089115333991	5.60311520944721	-1
3.33072572289301	4.71983157093896	-1
2.79382553435545	7.37296211984703	-1
2.43546550477451	7.50931498242681	1
6.82907947699594	7.16522718691656	1
7.15449891095795	6.8019132156035	1
5.65442368453844	5.64690373647366	1
4.24424340574276	5.16690996444813	-1
4.09646487728646	5.44511622032216	1
6.77513177721275	5.5204941668303	1
3.17261928902349	5.69242404147579	-1
6.22286271197274	5.2545148385768	1
6.66919731348477	5.07578868263555	-1
5.85306400364951	5.17624023526003	-1
4.38420741916933	5.88121430816969	-1
2.99079514196007	7.9249461544954	1
4.65443551753395	6.83427055280039	-1
6.94448268609288	3.3981617569339	-1
8.17080554095301	5.87125574714582	1
6.88008018364633	6.13646650412969	1
8.19148428830703	7.75508691227377	-1
5.19146075634725	7.15290605248632	-1
6.65309598186688	5.46712673731139	1
6.43376601275474	5.31519973755168	-1
3.7198656070645	6.44967339026875	1
7.4352509565079	7.09163021899394	-1
4.23226332039272	5.50177447483552	-1
6.34377994531477	5.39215773604502	1
0.904479682700108	5.26893674368103	1
6.81824900297113	2.97015338644923	-1
4.66904684701413	8.33735070382593	-1
2.26910619978459	5.04388577547479	-1
4.88692717724038	5.32955598804265	1
7.44301289203556	5.12311432597488	1
2.7678760217459	6.32393131158799	-1
7.19164242100505	5.78766297482589	-1
4.09684815595173	6.88424434722437	-1
7.55451136233395	4.2455666985563	-1
6.08797698004829	5.70840813070645	1
3.23393442660109	7.1862086894119	-1
9.47781532763334	9.01575554794617	1
5.96027576015401	4.45333509406749	-1
4.45912902439065	4.99265344630458	-1
3.40135924213046	6.04647635384677	-1
2.12818779320967	7.16372001143364	-1
3.23557597974456	8.71228995193536	1
5.44887494558843	6.10808631990455	-1
1.8495857031607	7.62270127438594	1
5.30562328588966	5.64205061196416	-1
6.5449673079977	6.05227642719083	-1
7.22625076999234	6.70645619510388	1
6.43384637057611	5.12333538140876	-1
8.3904655049251	5.15061097050565	1
4.27605960943805	7.83571201623503	-1
3.15398717576712	4.32297064761509	-1
3.70597921376181	7.18267756965124	-1
4.83351228788052	6.79684828855134	-1
7.48652665201489	8.79179507550196	1
5.79657300894927	7.76920281224847	1
4.88380660652067	7.80463915950121	1
9.55760447170594	4.46479166482553	-1
5.20242977153589	7.56014366538276	1
5.6162413887392	5.98470156961617	-1
3.30158277917746	5.61737632712192	1
1.516515964897	5.68245110038534	-1
7.37303326443763	4.36840030473691	-1
3.11200693080977	7.18064901485999	1
8.30232029091855	5.68373789040322	-1
7.07896620127107	5.91771606565955	-1
3.32426305999759	4.51773406460123	1
5.25997899381519	6.83378025430734	-1
5.27097911671463	4.70863104290679	-1
3.58444989070609	6.80471994515384	1
3.0436315613941	6.385878273397	1
3.09763071290917	7.9857258760984	-1
6.81402464181939	4.05650328203161	-1
9.61540399498318	6.98613314474938	-1
3.97778235490661	5.88061125709704	-1
7.79495648335428	9.09752744496564	1
7.02021544711722	6.17692229308937	-1
5.79051943687549	3.68066981560856	1
3.94648337445052	6.34687188962004	1
4.89597739195002	6.33184916644834	-1
4.11226360766561	5.42631948839948	1
6.53147422143979	5.3741099035326	-1
7.92170150432979	5.09604265997333	1
5.1794799000205	7.33184456090883	1
4.39430514545083	4.09279997484221	-1
6.07124992421357	3.10790827101345	-1
3.25738822069368	6.724915475311	-1
7.95837461678054	5.5216232192012	1
2.45175016788031	6.44895956252214	-1
4.0514521671794	7.70420683784315	1
5.62461665833189	7.06552705889374	-1
8.17821150577856	6.51595371065852	-1
1.61178889745993	6.78948461104858	-1
10.8341703659882	5.15822469357591	-1
4.68286880736236	6.04439194873096	-1
4.78959812886107	4.79132328646536	-1
7.96925848040479	3.34944978121266	1
8.71479958617596	8.22763781305877	1
4.28313716548409	6.20013308439023	1
5.52440730974403	4.72825569953249	1
7.08528186992498	4.94425587492209	-1
5.89214195451639	6.87104534064012	-1
4.64158087288807	6.27230861546161	1
6.67354886749322	7.61478343345828	1
5.64147088641981	7.17133303390233	-1
4.33375349782505	4.61103459871801	-1
5.50735091896395	5.86124446821932	1
4.25825663349279	9.38368611976814	1
7.23397378377223	6.91743462013862	-1
2.27178709116421	5.99690492731764	-1
4.15865382678121	5.61664963156088	-1
4.05369851757819	4.79773365397407	1
5.91131438434239	6.87744205900762	-1
7.27578260267689	3.86343483134398	-1
5.29734875866191	4.63699388808487	-1
5.3524549560128	5.23208516412364	-1
4.16396539716641	4.57046460876911	-1
7.18875392315609	6.25058776016141	-1
5.64318232314297	6.84377738376472	1
7.84436721377203	3.48849568358767	-1
6.8004542220819	4.6280877308466	1
7.16762639520998	4.06883948562501	1
4.32785358395789	7.85897406499147	-1
5.57522127342558	7.64938092380189	-1
4.31387903546917	6.56572532399222	-1
4.65603990690021	4.90439684502024	1
3.35800706162254	6.02051526336042	-1
5.2832395107346	6.99923256993784	1
5.13935942058705	5.8497969466143	1
10.2399836285804	8.3106522274909	-1
8.21529378495492	6.80898841549755	-1
7.31437290039641	5.52433345793104	-1
5.15860671788007	2.62075130061528	-1
3.49343411133464	6.03473473875031	-1
4.14486307547975	8.21535785295662	-1
9.09459406640736	6.72977073450063	1
3.74259490093918	7.13554698801897	1
3.0920073596203	5.22471363252572	1
4.91764199893691	7.9928424947544	-1
9.87269786000883	3.95028591810189	-1
6.13079348217414	8.36685724848599	-1
7.49709780586543	6.74839824925806	-1
6.70767489987743	7.27666312840069	1
5.9912395912213	7.51883633841645	1
6.55789982912069	5.1713470627723	1
4.50505025077226	4.28892924474866	-1
5.21931805670413	7.6732422144633	1
5.74908741734251	5.88477019491217	1
5.20055475478019	7.48110994854319	-1
2.9478169802551	5.88582441009307	-1
8.53185623149314	7.05637451533522	-1
4.52857390390097	5.14917443292743	1
5.43239052498892	4.60061197748309	-1
1.75089268554654	6.24718305488741	-1
4.15787817315526	4.93589981272236	-1
5.98266565478084	2.76421213144358	-1
5.50478052704785	6.73801426822215	-1
3.59332027347418	5.89725851131288	-1
6.42680817929315	7.59042702289229	-1
6.9596799312365	7.49321485013068	-1
7.55286692655037	7.07016169727437	-1
7.33224137521053	6.40294442386755	1
5.49241850849612	7.82713997052078	1
5.95844946029687	7.64135329691998	-1
3.10348567061657	9.09735226033996	-1
8.83355822075806	7.32036302686256	1
0.614448965391767	8.03604400779309	-1
5.20509243143737	7.579181195652	-1
5.43145078546409	7.60189821613507	1
3.68042903311323	5.3924441061847	-1
5.48448409445935	6.10380121719655	1
2.8032111505522	7.46078620162905	1
4.86256467495432	5.01591502384391	1
2.48137451386146	3.80228909315607	1
6.87491309710958	6.09285662482957	-1
5.99061986089953	7.14496422777647	-1
2.63368554249556	4.61068264792584	1
5.76416654070219	5.32592649724383	1
4.04270431339209	6.46647411985087	-1
3.77046408603108	5.91864950596998	-1
4.88030949932676	5.87411263381339	1
4.6279233003544	3.76963293172761	-1
4.86143631964633	6.05347155070462	-1
3.80138241574997	5.07843761371655	-1
7.99947472697444	6.2425163514689	-1
7.95648740702208	7.79087003764437	1
6.33995967365939	4.44411570383703	1
6.81056337899467	4.86880530759429	1
4.09210330022638	5.72957495806024	1
9.46180234979822	4.30322321820922	1
5.74245321853105	6.84260720842384	-1
5.21859207676502	7.33894359774035	-1
3.31416855627234	6.51161341315159	-1
7.46520542557516	8.37108748955393	-1
5.81635760925541	5.0462446589744	-1
4.60792500272371	6.54100516963345	-1
3.56142624727144	6.59174652464789	1
2.74223733156456	7.65362338062302	-1
6.08730189900898	6.88959317045889	1
4.43193238130005	5.27445589846995	-1
2.99222322117927	6.60066670340313	1
7.57074515825049	4.29389799363695	1
3.90992634219819	7.15168096949207	-1
8.06025465391758	7.64843382865985	-1
5.46776282348225	4.83450288394579	-1
5.66919521634336	6.45165710408438	1
3.2881082459671	6.97853168862996	-1
4.4005096711823	6.47641821566676	-1
2.80072040324131	6.49108806944781	-1
4.52946762334836	5.22350008165569	1
4.94622808244886	6.62255528659927	1
6.36390440021208	7.1402778489096	1
8.43951707570893	4.59015557341131	-1
3.87585729456416	5.05842006733047	1
5.40331285605504	5.20048129432282	1
6.51502406509293	5.97620527535928	1
4.91885908811718	7.19123996361762	1
6.12296199962786	5.81644030883478	-1
4.34733916921282	6.85248560429167	1
6.63510846528711	8.39149729154407	-1
5.64187756271544	7.41772426469956	-1
3.40296702359155	6.38950349974249	-1
2.82420683220323	6.60359353859564	1
10.702419866788	7.66952569680305	1
3.2763888766331	5.57265317848975	1
1.1150956079005	8.60356645889865	-1
5.93926622738797	4.48841461100356	-1
5.73271357298937	5.93408841231293	-1
7.01615605495168	4.17466778704868	1
6.13524078336628	8.31398707567456	-1
4.69230358198103	7.98232396852469	-1
5.87841104179473	6.04646402002499	-1
4.72987675112199	5.85049960698815	1
6.03995750553712	6.79558311395254	-1
5.67178086369552	6.43319598060704	-1
5.73391622485619	5.93576462576297	-1
1.73188658381375	5.27458596709492	-1
4.42126552841423	6.1792478340005	-1
5.33205939477471	5.75478296423598	1
5.9812332252259	5.94761820828891	-1
0.306258901271949	9.00466498134136	-1
7.10344581065393	5.41040016960296	1
6.35354114644652	7.03261949915801	1
5.37121241132333	7.13718982749599	-1
1.13981240894813	6.14699348995685	-1
5.17021228931822	6.82127146807787	1
3.4868102345508	5.56654490261639	-1
2.88465817272243	7.25565504545494	1
7.06571848057611	6.74212436111771	-1
2.89339968982688	4.6967236923163	-1
6.53135630773936	6.41171956831025	1
10.6225517738285	8.35498197776305	1
9.24096472943488	5.34399993765607	1
4.12669343106578	5.88214759544321	-1
6.54557355658595	5.14964446037365	-1
3.67337160506551	7.29552574802378	-1
1.41505970004958	5.11143306799469	-1
5.87274809795888	7.65868118981756	1
4.60744504212661	8.13415701291512	-1
7.66263346147165	6.82314941950091	1
8.10151664295222	6.352342812755	-1
8.33899753689232	6.11050954357469	-1
8.06281606750309	7.28353109201325	1
1.89746718408663	6.75176908021606	-1
5.18413042681788	8.48103998388206	1
6.92966447581521	6.23785150369616	-1
6.65193340725539	6.52919522996364	-1
5.66798074502622	9.82387166136803	-1
5.66738471136833	6.89167217160123	-1
4.1727090185841	5.09696375100149	-1
3.788970942635	3.55467992727391	1
8.63146757787749	5.44155704164921	1
7.81624553585041	6.65486422920424	1
6.84453500686998	3.68935198701581	-1
7.22482898604997	7.83510319828311	-1
4.09256334232592	6.95225906235212	1
7.59799249829768	6.48451212315495	1
4.31664183904143	4.4560938758198	1
3.51861473471763	6.98673408772992	1
4.97234514273661	6.7803293487735	-1
6.93057564335267	6.20534526745129	-1
6.62417266180031	4.23839810948893	-1
5.99109069650101	6.12829487496091	1
8.2584737586046	6.09426799512534	-1
5.47791376292348	4.73401505608522	-1
2.74410524646747	7.29721471886167	-1
5.63907491259366	7.27700280237533	-1
2.65304800779538	5.95633782025743	-1
2.32056582917463	4.87272454410068	1
6.44847134152982	6.65837238689444	-1
4.15473445882141	7.85544524215961	-1
6.29454237646147	4.79295660926101	-1
5.31469994171294	5.92118617684595	-1
7.28893306238262	8.35160733810959	1
3.42960975319137	3.4872637707183	-1
1.50789973195978	4.68571442446731	-1
4.66731473674992	5.19577300817011	-1
5.5405827641184	6.15780490785573	1
7.2653960222061	5.21679104860179	-1
7.56560431961172	7.3860021589802	1
8.28109485940983	7.29414082670941	1
6.29416695535844	5.95127062378765	1
8.26602123912982	6.13302983404106	-1
4.17608434982956	3.33317914235842	-1
5.80326698702193	5.05341449647704	1
5.88356874698117	5.86132802068022	-1
7.20403253175232	5.59654699284597	-1
4.87319076785917	5.45081618390212	-1
5.71717585680521	6.0886674476159	-1
6.21494942188542	7.40384315293539	-1
4.33649907515575	2.97469749904898	-1
1.92723234138938	9.37999327356548	1
6.76861848457118	5.13202889656976	-1
5.36109715777761	6.82296078819012	-1
6.14489473188536	7.10709797520473	-1
6.90600758615541	6.32671179893233	1
6.62152192028412	4.6876759483033	-1
3.74118800967994	6.10050755923843	1
5.02851683910193	4.46353365406281	1
7.23731857366955	4.17932228443229	1
3.38365010145947	4.08417656973465	-1
4.83023072564192	7.50236363271055	-1
5.9210491718761	5.83334686497513	-1
5.27746489096691	7.28487388973836	-1
4.580745488372	6.90910013231209	1
3.31997262670604	7.47156044659908	-1
5.57643673796413	6.26350061542068	1
7.59315168214636	4.97781624219586	-1
6.77071053648719	5.29608649062594	1
6.11141908681077	8.12785084036135	-1
5.82573914895266	5.83061915616749	1
4.60292705079476	8.69959585715066	-1
4.60638451391798	6.2962404164949	-1
4.10556467553743	6.37099251456548	-1
9.38665628627948	5.55437285513252	-1
3.96552624222834	4.44844941315751	1
7.47466429644669	7.07744785315694	-1
9.03793437241562	6.32474722886179	-1
7.35846366618749	3.73731100849273	-1
3.47969248114939	4.95657382085676	1
3.03024943344884	6.3368277354196	1
4.6058020628701	5.54910773573426	-1
5.34653416112836	4.95663385178237	1
7.81870924172659	5.44811451146144	1
5.20719991300125	7.21655780533913	-1
9.94761599019492	5.87773206705713	1
6.0802218186986	4.48789465985662	1
5.25725980438159	6.81012842102756	-1
2.39581547785895	6.10986453110262	1
3.53280692942856	4.59276100359795	1
6.54228086409217	3.95331660686178	1
4.73830013722276	5.50351032342506	1
6.53468128867889	6.98346730254034	-1
4.35803878873893	2.86122985317753	1
2.08185170941532	5.98068904822645	-1
4.90119004003522	7.01720050624981	-1
5.69432220349083	3.86974269056821	1
6.22370195958863	5.27079603749001	-1
7.61230405423114	4.61506597944759	-1
8.26858094360211	5.71147855934341	-1
7.35712367293373	7.82345280165223	-1
4.11690435096453	8.67967580843603	1
6.27301353651449	6.35498396687904	-1
4.93746305600064	5.13676654953905	1
1.52640534286112	8.48876718496989	-1
8.68102726383881	7.95865285712076	-1
5.31414167485669	7.4327517548508	1
6.8408332649578	7.69830591261542	-1
2.70440088923056	7.27476971884117	-1
7.82538137091106	6.71900704958457	1
6.43715389913432	6.94384631142477	-1
5.68416689014645	4.32232323464701	1
6.99417854227231	4.99779928395368	1
6.50117613443158	4.8896209926456	-1
